group_id,page_id,qa_id,question,answer,similarity_score,action,kept_qa_id
semantic-021,getrag-015,getrag-015-q03,What cleaning method worked best for general cleaning of the transmission parts?,"Scrubbing with brass pot scrub pad worked best for general cleaning, though this made areas extra shiny which was not the desired result.",0.9428338408470154,dropped,-015-q03
semantic-021,getrag-016,getrag-016-q01,What cleaning method is described for treating transmission components?,"Soaking in hot water with clothes wash powder, which has the effect of lightly eating at the surface by being slightly acidic.",0.9428338408470154,dropped,-015-q03
semantic-021,getrag-022,getrag-022-q07,What cleaning method is being used for the transmission components?,An ultrasonic cleaning basket is being used to clean the transmission components.,0.9428338408470154,dropped,-015-q03
semantic-022,-015,-015-q04,What approach did the author take when wiring the hub assembly?,The author wired all the hub assembly together and tried not to mix up things too much.,0.9866683483123779,kept,-015-q04
semantic-022,getrag-015,getrag-015-q04,What approach did the author take when wiring the hub assembly together?,The author wired all the hub assembly together and tried not to mix up things too much.,0.9866683483123779,dropped,-015-q04
semantic-023,getrag-015,getrag-015-q05,What types of gears are visible in the transmission disassembly?,"Various helical gears of different sizes are visible, including what appears to be input shaft gears and layshaft gears with different tooth counts.",0.9213014245033264,kept,getrag-015-q05
semantic-023,-015,-015-q05,What types of gears are visible in the transmission components?,"Multiple helical gears of different sizes are visible, including what appears to be input shaft gears and layshaft gears with machined teeth.",0.9213014245033264,dropped,getrag-015-q05
semantic-024,-015,-015-q10,What issue did the brass pot scrub pad create during cleaning?,"The brass pot scrub pad made areas extra shiny, which was not what the author was trying to achieve during the cleaning process.",0.9427788257598877,kept,-015-q10
semantic-024,getrag-015,getrag-015-q11,What was the undesired result when using brass pot scrub pad for cleaning?,"Using the brass pot scrub pad made areas extra shiny, which was not what the author was trying to achieve.",0.9427788257598877,dropped,-015-q10
semantic-025,getrag-016,getrag-016-q06,What research method was mentioned before trying the cleaning procedure?,Researching on the computer before trying the soaking method with hot water and clothes wash powder.,0.9857383370399475,kept,getrag-016-q06
semantic-025,-016,-016-q06,What research method was used before attempting the cleaning procedure?,Researching on the computer.,0.9857383370399475,dropped,getrag-016-q06
semantic-026,getrag-016,getrag-016-q08,What is the final step in the cleaning and protection process?,Finally coating the parts in oiodine to form a protective layer against future corrosion.,0.9768275022506714,kept,getrag-016-q08
semantic-026,-016,-016-q09,What is the final step in the cleaning and protection procedure?,Finally coated in oiodine to form a protective layer.,0.9768275022506714,dropped,getrag-016-q08
semantic-027,getrag-017,getrag-017-q05,What is the author's approach to restoration work mentioned in the text?,The author likes the challenge of not only trying to fix things but bringing them to factory new condition.,0.9628278017044067,kept,getrag-017-q05
semantic-027,-017,-017-q07,What is the author's approach to restoration work?,The author likes the challenge of not only trying to fix things but bring them to factory new condition.,0.9628278017044067,dropped,getrag-017-q05
semantic-028,-019,-019-q05,What surface are the transmission components placed on in the first image?,The transmission components are placed on grass in the first image.,0.9309117197990417,kept,-019-q05
semantic-028,getrag-019,getrag-019-q07,What type of surface are the transmission parts placed on in the top image?,The transmission parts are placed on grass.,0.9309117197990417,dropped,-019-q05
semantic-029,-020,-020-q01,What is the mileage mentioned for the wear assessment of the syncros?,The wear from 160K od KMs is quite minimal according to the text shown.,0.9489205479621887,kept,-020-q01
semantic-029,getrag-020,getrag-020-q01,What is the mileage mentioned for the wear assessment in the syncro comparison?,"160K od KMs (160,000 kilometers)",0.9489205479621887,dropped,-020-q01
semantic-030,getrag-012,getrag-012-q03,What type of transmission components are visible in the top image?,"The top image shows transmission components including what appears to be a starter drive gear or pinion gear with splined teeth, along with bearing races or seals.",0.912261962890625,kept,getrag-012-q03
semantic-030,-020,-020-q05,What can be seen in the top image regarding transmission components?,The top image shows a large gear with teeth and what appears to be a bearing assembly or synchronizer hub with a golden/brass colored ring.,0.912261962890625,dropped,getrag-012-q03
semantic-031,getrag-021,getrag-021-q10,What is the specification range for forward syncros?,Forward syncros 1.0 to 1.3mm.,0.9333082437515259,kept,getrag-021-q10
semantic-031,-021,-021-q06,What is the specification range for forward synchronizers?,Forward syncos 1.0 to 1.3mm.,0.9333082437515259,dropped,getrag-021-q10
semantic-032,23-181_manual-t,23-181_manual-t-q11,What are the BMW part numbers shown for the components in this assembly sequence?,"The BMW part numbers shown are 630 23 253, 630 23 254, 630 23 255, 630 23 256, 630 23 293, and 630 23 294.",0.9231119751930237,kept,23-181_manual-t-q11
semantic-032,-021,-021-q09,What part numbers are visible on the BMW parts packages in the image?,Part numbers visible include 23-12-1-282-394-B0E and 23-23-1-202-739-M260.,0.9231119751930237,dropped,23-181_manual-t-q11
semantic-032,23-309_manual-t,23-309_manual-t-q05,What BMW part numbers are shown in the upper diagram?,"Part numbers 23 1 210, 23 1 200, and 23 0 020 are shown in the upper diagram.",0.9231119751930237,dropped,23-181_manual-t-q11
semantic-032,41-329_body,41-329_body-q10,What BMW part number is shown in the bottom right image?,BMW part number 30 41 401 is shown in the bottom right image.,0.9231119751930237,dropped,23-181_manual-t-q11
semantic-032,51-770_body-equ,51-770_body-equ-q12,What are the BMW part numbers shown in the images?,"The images show BMW part numbers 30 51 616, 30 51 614, and 30 51 615.",0.9231119751930237,dropped,23-181_manual-t-q11
semantic-033,getrag-022,getrag-022-q01,Which shift rod from the left is identified as the input shaft?,The shift rod 2nd from the left is the input shaft and you can notice the rings around it.,0.9844350814819336,kept,getrag-022-q01
semantic-033,-022,-022-q01,Which shift rod from the left is the input shaft?,The shift rod 2nd from the left is the input shaft.,0.9844350814819336,dropped,getrag-022-q01
semantic-034,-022,-022-q03,What is the shaft coated in to prevent corrosion?,The shaft is coated in what looks like zinc to stop corrosion.,0.9467282295227051,kept,-022-q03
semantic-034,getrag-022,getrag-022-q02,What coating is applied to the shaft to prevent corrosion?,The shaft is coated in what looks like zinc to stop corrosion.,0.9467282295227051,dropped,-022-q03
semantic-035,-022,-022-q06,What component is shown in the ultrasonic cleaner basket?,A transmission component with multiple bolt holes and a central shaft opening is shown in the ultrasonic cleaner basket.,0.9792620539665222,kept,-022-q06
semantic-035,getrag-022,getrag-022-q06,What component is shown in the ultrasonic cleaning basket?,A transmission component with visible bolt holes and mounting points is shown in the ultrasonic cleaning basket.,0.9792620539665222,dropped,-022-q06
semantic-036,35-05_1_pedals,35-05_1_pedals-q10,What component is shown in the lower photograph on the page?,The lower photograph shows the stop light switch component with part number 30 35 468.,0.9198682904243469,kept,35-05_1_pedals-q10
semantic-036,-022,-022-q10,What component is shown in the lower image?,A polished shift rod or shaft component is shown in the lower image.,0.9198682904243469,dropped,35-05_1_pedals-q10
semantic-036,12-101_engine-e,12-101_engine-e-q08,What component is shown in the bottom right corner image?,Pressure sensor (see Gr. 13).,0.9198682904243469,dropped,35-05_1_pedals-q10
semantic-036,getrag-008,getrag-008-q02,What type of component is shown in the main image?,A synchronizer assembly or synchro ring component from the transmission.,0.9198682904243469,dropped,35-05_1_pedals-q10
semantic-037,-023,-023-q02,What does the author note about the cost of this gearbox part?,This is the single most expensive part I bought for the gearbox enough to make your eyes water.,0.9458203911781311,kept,-023-q02
semantic-037,getrag-023,getrag-023-q02,"According to the text, what is notable about the cost of this gearbox part?",This is the single most expensive part I bought for the gearbox enough to make your eyes water.,0.9458203911781311,dropped,-023-q02
semantic-038,00-07_maintena,00-07_maintena-q07,What type of inspection is required for the exhaust system and catalytic converter?,"Visual inspection for correct installation, routing, damage or leaks.",0.9147151112556458,kept,00-07_maintena-q07
semantic-038,00-01_maintena,00-01_maintena-q11,What type of inspection is required for the exhaust system?,Visual inspection to check exhaust system for correct installation.,0.9147151112556458,dropped,00-07_maintena-q07
semantic-039,00-02_maintena,00-02_maintena-q12,What reference note is provided at the bottom of the page regarding operating fluids?,After Introduction of: Operating-Fluids-File is noted at the bottom of the page.,0.9631977677345276,kept,00-02_maintena-q12
semantic-039,00-01_maintena,00-01_maintena-q12,What reference is provided at the bottom of the page regarding operating fluids?,After Introduction of: Operating-Fluids-File.,0.9631977677345276,dropped,00-02_maintena-q12
semantic-040,00-01_torque-s,00-01_torque-s-q03,By what percentage must the tightening torque be reduced for cadmium-plated screws compared to the table values?,The tightening torque must be 30% less than shown in the table.,0.9603341817855835,kept,00-01_torque-s-q03
semantic-040,00-torque-specs-002,00-torque-specs-002-q05,By what percentage must the tightening torque be reduced for cadmium-plated screws?,30% less than shown in the table,0.9603341817855835,dropped,00-01_torque-s-q03
semantic-040,bmwtorquespecs-002,bmwtorquespecs-002-q04,"For cadmium-plated screws or nuts, what percentage less should the tightening torque be compared to the table values?",30% less than shown in the table,0.9603341817855835,dropped,00-01_torque-s-q03
semantic-041,00-03_maintena,00-03_maintena-q09,Which special equipment items should be checked during pre-delivery inspection?,"Check function of other special equipment, e.g.: electric windows front and rear, sun roof in all positions, fog lights and aiming, electric radio antenna and speaker balance control. Check other equipment installed by dealer.",0.9141314029693604,kept,00-03_maintena-q09
semantic-041,00-02_maintena,00-02_maintena-q11,What additional items should be checked if applicable according to the pre-delivery inspection?,"If applicable, program on board computer and check operation of lever and push button control.",0.9141314029693604,dropped,00-03_maintena-q09
semantic-042,00-02_torque-s,00-02_torque-s-q01,What is the maximum tightening torque for an M4 8.8 screw?,2.9 Nm (ft. lbs.),0.9200634956359863,kept,00-02_torque-s-q01
semantic-042,00-torque-specs-003,00-torque-specs-003-q01,What is the torque specification for an M4 8.8 screw?,2.9 Nm (ft. lbs.),0.9200634956359863,dropped,00-02_torque-s-q01
semantic-043,00-02_torque-s,00-02_torque-s-q09,What is the torque specification for an M5 12.9 bolt?,10.0 Nm (ft. lbs.),0.9311418533325195,kept,00-02_torque-s-q09
semantic-043,00-02_torque-s,00-02_torque-s-q02,What torque specification should I use for an M5 10.9 bolt?,8.3 Nm (ft. lbs.),0.9311418533325195,dropped,00-02_torque-s-q09
semantic-043,00-04_torque-s,00-04_torque-s-q02,What torque specification should I use for an M8 10.9 bolt?,34 Nm (ft. lbs.),0.9311418533325195,dropped,00-02_torque-s-q09
semantic-043,00-07_torque-s,00-07_torque-s-q02,What torque specification should I use for an M14 10.9 bolt?,180 Nm (ft. lbs.),0.9311418533325195,dropped,00-02_torque-s-q09
semantic-043,00-torque-specs-003,00-torque-specs-003-q02,What torque should I use for an M5 10.9 bolt?,8.3 Nm (ft. lbs.),0.9311418533325195,dropped,00-02_torque-s-q09
semantic-043,bmwtorquespecs-005,bmwtorquespecs-005-q02,What torque specification should I use for an M8x1 10.9 bolt?,36 Nm (ft. lbs.),0.9311418533325195,dropped,00-02_torque-s-q09
semantic-043,bmwtorquespecs-007,bmwtorquespecs-007-q02,What torque specification should I use for an M12x1.5 10.9 bolt?,123 Nm (ft. lbs.),0.9311418533325195,dropped,00-02_torque-s-q09
semantic-044,00-02_torque-s,00-02_torque-s-q03,What is the difference in torque between M4 8.8 and M4 12.9 screws?,"M4 8.8 requires 2.9 Nm while M4 12.9 requires 4.9 Nm, a difference of 2.0 Nm.",0.9189662337303162,kept,00-02_torque-s-q03
semantic-044,00-torque-specs-003,00-torque-specs-003-q04,What is the torque difference between M5 8.8 and M5 12.9 screws?,"M5 8.8 requires 5.9 Nm while M5 12.9 requires 10.0 Nm, a difference of 4.1 Nm",0.9189662337303162,dropped,00-02_torque-s-q03
semantic-045,00-02_torque-s,00-02_torque-s-q04,What is the highest torque specification listed for M5 thread bolts?,10.0 Nm (ft. lbs.) for M5 12.9 bolts,0.9118357300758362,kept,00-02_torque-s-q04
semantic-045,00-05_torque-s,00-05_torque-s-q05,What is the highest torque specification listed for M10x1 thread bolts?,91 Nm (ft. lbs.) for M10x1 12.9,0.9118357300758362,dropped,00-02_torque-s-q04
semantic-045,bmwtorquespecs-005,bmwtorquespecs-005-q06,What is the highest torque value listed for M8x1 thread bolts?,44 Nm (ft. lbs.) for M8x1 12.9,0.9118357300758362,dropped,00-02_torque-s-q04
semantic-045,bmwtorquespecs-006,bmwtorquespecs-006-q07,What is the highest torque specification shown for M10x1 thread bolts?,91 Nm (ft. lbs.) for M10x1 12.9,0.9118357300758362,dropped,00-02_torque-s-q04
semantic-046,00-02_torque-s,00-02_torque-s-q05,Where can I find the applicable range for tightening torques?,Refer to extract from company standard BMW N 600 02.0,0.9598394632339478,kept,00-02_torque-s-q05
semantic-046,00-torque-specs-003,00-torque-specs-003-q05,Where can I find the applicable range for these tightening torques?,Refer to extract from company standard BMW N 600 02.0,0.9598394632339478,dropped,00-02_torque-s-q05
semantic-047,00-02_torque-s,00-02_torque-s-q07,Which has a higher torque specification: M5 8.8 or M4 12.9?,M5 8.8 has a higher torque specification at 5.9 Nm compared to M4 12.9 at 4.9 Nm.,0.9340624809265137,kept,00-02_torque-s-q07
semantic-047,00-03_torque-s,00-03_torque-s-q10,Which has a higher torque specification: M6 12.9 or M7 8.8?,M6 12.9 has 16.5 Nm compared to M7 8.8 with 14.8 Nm,0.9340624809265137,dropped,00-02_torque-s-q07
semantic-048,1990-bmw-m3-electrical-troubleshooting-manual-5126A-00,1990-bmw-m3-electrical-troubleshooting-manual-5126A-00-q01,What should you check first when troubleshooting the central locking system?,Check the fuse by operating the Interior Light Timer for either Dome Light.,0.9316786527633667,kept,1990-bmw-m3-electrical-troubleshooting-manual-5126A-00-q01
semantic-048,00-03_maintena,00-03_maintena-q10,What should be checked regarding the central locking system?,Check operation of central locking system,0.9316786527633667,dropped,1990-bmw-m3-electrical-troubleshooting-manual-5126A-00-q01
semantic-049,00-03_torque-s,00-03_torque-s-q08,What BMW standard should be referenced for tightening torque ranges?,BMW N 600 02.0,0.948841392993927,kept,00-03_torque-s-q08
semantic-049,00-06_torque-s,00-06_torque-s-q08,What BMW standard should I refer to for tightening torques?,BMW N 600 02.0,0.948841392993927,dropped,00-03_torque-s-q08
semantic-049,00-torque-specs-002,00-torque-specs-002-q01,What BMW standard is referenced for the maximum tightening torques?,BMW N 600 02.0,0.948841392993927,dropped,00-03_torque-s-q08
semantic-049,00-torque-specs-003,00-torque-specs-003-q09,What BMW standard should be referenced for maximum tightening torques?,BMW N 600 02.0,0.948841392993927,dropped,00-03_torque-s-q08
semantic-049,00-torque-specs-004,00-torque-specs-004-q08,What BMW standard should be referenced for the applicable range of tightening torques?,BMW N 600 02.0,0.948841392993927,dropped,00-03_torque-s-q08
semantic-049,00-torque-specs-005,00-torque-specs-005-q05,What BMW standard should I reference for the applicable range of these tightening torques?,BMW N 600 02.0,0.948841392993927,dropped,00-03_torque-s-q08
semantic-049,00-torque-specs-006,00-torque-specs-006-q07,Which BMW standard should I refer to for applicable tightening torque ranges?,BMW N 600 02.0,0.948841392993927,dropped,00-03_torque-s-q08
semantic-049,00-torque-specs-007,00-torque-specs-007-q04,What BMW specification should I refer to for the applicable range of tightening torques?,BMW N 600 02.0,0.948841392993927,dropped,00-03_torque-s-q08
semantic-049,00-torque-specs-010,00-torque-specs-010-q07,What BMW standard document should I reference for the applicable range of these tightening torques?,BMW N 600 02.0,0.948841392993927,dropped,00-03_torque-s-q08
semantic-049,bmwtorquespecs-008,bmwtorquespecs-008-q04,What BMW standard document should be referenced for the applicable range of tightening torques?,BMW N 600 02.0,0.948841392993927,dropped,00-03_torque-s-q08
semantic-049,bmwtorquespecs-009,bmwtorquespecs-009-q07,Which BMW standard should I refer to for the applicable range of these tightening torques?,BMW N 600 02.0,0.948841392993927,dropped,00-03_torque-s-q08
semantic-050,00-torque-specs-005,00-torque-specs-005-q03,What is the difference in torque between M8 10.9 and M8 12.9 bolts?,"M8 10.9 requires 34 Nm while M8 12.9 requires 40 Nm, a difference of 6 Nm.",0.9374871850013733,kept,00-torque-specs-005-q03
semantic-050,00-03_torque-s,00-03_torque-s-q09,What is the difference in torque between M7 8.8 and M7 12.9 bolts?,10.7 Nm (25.5 Nm - 14.8 Nm),0.9374871850013733,dropped,00-torque-specs-005-q03
semantic-050,00-08_torque-s,00-08_torque-s-q08,What is the difference in torque between M16 8.8 and M16 12.9 bolts?,140 Nm (340 Nm - 200 Nm),0.9374871850013733,dropped,00-torque-specs-005-q03
semantic-051,00-04_maintena,00-04_maintena-q01,What is the procedure code for Pre-Delivery Inspection?,The procedure code for Pre-Delivery Inspection is 00 00 009.,0.965623140335083,kept,00-04_maintena-q01
semantic-051,00-05_maintena,00-05_maintena-q01,What is the inspection code for the Pre-Delivery Inspection procedure?,The inspection code is 00 00 009 Pre-Delivery Inspection.,0.965623140335083,dropped,00-04_maintena-q01
semantic-052,00-04_torque-s,00-04_torque-s-q04,What torque should I apply to an M8x1 8.8 threaded fastener?,26 Nm (ft. lbs.),0.9302002787590027,kept,00-04_torque-s-q04
semantic-052,00-06_torque-s,00-06_torque-s-q04,What torque should I use for M12x1.5 8.8 threaded fasteners?,87 Nm (ft. lbs.),0.9302002787590027,dropped,00-04_torque-s-q04
semantic-053,00-06_torque-s,00-06_torque-s-q05,What is the maximum tightening torque for M12x1.5 10.9 bolts?,123 Nm (ft. lbs.),0.9217703342437744,kept,00-06_torque-s-q05
semantic-053,00-04_torque-s,00-04_torque-s-q05,What is the maximum tightening torque for an M8x1 10.9 bolt?,36 Nm (ft. lbs.),0.9217703342437744,dropped,00-06_torque-s-q05
semantic-054,00-torque-specs-009,00-torque-specs-009-q06,What torque specification applies to M16x1.5 12.9 screws?,364 Nm (ft. lbs.),0.9287808537483215,kept,00-torque-specs-009-q06
semantic-054,00-04_torque-s,00-04_torque-s-q06,What torque specification applies to an M8x1 12.9 screw?,44 Nm (ft. lbs.),0.9287808537483215,dropped,00-torque-specs-009-q06
semantic-055,bmwtorquespecs-005,bmwtorquespecs-005-q07,What is the difference in torque between M8 10.9 and M8x1 10.9 bolts?,"M8 10.9 is 34 Nm and M8x1 10.9 is 36 Nm, a difference of 2 Nm",0.9025857448577881,kept,bmwtorquespecs-005-q07
semantic-055,00-04_torque-s,00-04_torque-s-q09,What is the difference in torque between M8x1 10.9 and M8 10.9 fasteners?,2 Nm difference (36 Nm for M8x1 vs 34 Nm for M8),0.9025857448577881,dropped,bmwtorquespecs-005-q07
semantic-056,00-09_torque-s,00-09_torque-s-q07,Which has a higher torque specification: M18 8.8 or M18x1.5 8.8?,M18x1.5 8.8 has a higher torque specification at 313 Nm compared to M18 8.8 at 280 Nm.,0.9070135354995728,kept,00-09_torque-s-q07
semantic-056,00-04_torque-s,00-04_torque-s-q10,Which has a higher torque specification: M8x1 8.8 or M8 10.9?,M8 10.9 has a higher torque specification at 34 Nm compared to M8x1 8.8 at 26 Nm,0.9070135354995728,dropped,00-09_torque-s-q07
semantic-056,00-torque-specs-010,00-torque-specs-010-q08,Which has a higher torque specification: M18x1.5 8.8 or M18 8.8?,M18x1.5 8.8 has a higher specification at 313 Nm compared to M18 8.8 at 280 Nm.,0.9070135354995728,dropped,00-09_torque-s-q07
semantic-057,00-13_maintena,00-13_maintena-q11,What caution is given regarding brake systems with Politex brake linings?,"On systems with Politex brake linings, there is increased braking effect. See Repair Manual Gr. 34 10 014 for breaking in parking brake procedures.",0.9393750429153442,kept,00-13_maintena-q11
semantic-057,00-05_maintena,00-05_maintena-q03,What specific brake system caution is mentioned for Politex brake linings?,"Caution: On systems with Politex brake linings, there is an increased braking effect.",0.9393750429153442,dropped,00-13_maintena-q11
semantic-058,00-07_torque-s,00-07_torque-s-q04,What torque should I apply to an M14x1.5 8.8 thread bolt?,143 Nm (ft. lbs.),0.9298579096794128,kept,00-07_torque-s-q04
semantic-058,00-05_torque-s,00-05_torque-s-q02,What torque specification should I use for an M10x1 10.9 thread bolt?,75 Nm (ft. lbs.),0.9298579096794128,dropped,00-07_torque-s-q04
semantic-058,00-torque-specs-005,00-torque-specs-005-q02,What torque specification should I use for an M8x1 thread bolt with grade 10.9?,36 Nm (ft. lbs.),0.9298579096794128,dropped,00-07_torque-s-q04
semantic-058,00-torque-specs-006,00-torque-specs-006-q02,What torque specification should I use for an M10x1 10.9 threaded fastener?,75 Nm (ft. lbs.),0.9298579096794128,dropped,00-07_torque-s-q04
semantic-058,00-torque-specs-007,00-torque-specs-007-q02,What torque should I use for an M12x1.5 10.9 thread?,123 Nm (ft. lbs.),0.9298579096794128,dropped,00-07_torque-s-q04
semantic-058,00-torque-specs-008,00-torque-specs-008-q02,What torque specification should I use for an M14x1.5 12.9 bolt?,240 Nm (ft. lbs.),0.9298579096794128,dropped,00-07_torque-s-q04
semantic-058,bmwtorquespecs-006,bmwtorquespecs-006-q02,What torque specification should I use for an M10x1 10.9 bolt?,75 Nm (ft. lbs.),0.9298579096794128,dropped,00-07_torque-s-q04
semantic-059,bmwtorquespecs-007,bmwtorquespecs-007-q09,What is the torque specification for the strongest M12x1.5 bolt shown?,147 Nm (ft. lbs.) for M12x1.5 12.9,0.9334874749183655,kept,bmwtorquespecs-007-q09
semantic-059,00-05_torque-s,00-05_torque-s-q07,What is the torque specification for an M10x1 8.8 bolt?,54 Nm (ft. lbs.),0.9334874749183655,dropped,bmwtorquespecs-007-q09
semantic-059,00-08_torque-s,00-08_torque-s-q04,What is the torque specification for an M16x1.5 8.8 bolt?,216 Nm (ft. lbs.),0.9334874749183655,dropped,bmwtorquespecs-007-q09
semantic-059,00-09_torque-s,00-09_torque-s-q06,What torque specification applies to an M18x1.5 12.9 bolt?,527 Nm (ft. lbs.),0.9334874749183655,dropped,bmwtorquespecs-007-q09
semantic-059,00-torque-specs-008,00-torque-specs-008-q06,What is the torque specification for an M14 10.9 bolt?,180 Nm (ft. lbs.),0.9334874749183655,dropped,bmwtorquespecs-007-q09
semantic-059,bmwtorquespecs-005,bmwtorquespecs-005-q05,What is the torque specification for an M8x1 8.8 bolt?,26 Nm (ft. lbs.),0.9334874749183655,dropped,bmwtorquespecs-007-q09
semantic-059,bmwtorquespecs-006,bmwtorquespecs-006-q05,What is the tightening torque for an M10x1 8.8 bolt?,54 Nm (ft. lbs.),0.9334874749183655,dropped,bmwtorquespecs-007-q09
semantic-059,bmwtorquespecs-007,bmwtorquespecs-007-q05,What is the torque specification for an M12x1.5 8.8 bolt?,87 Nm (ft. lbs.),0.9334874749183655,dropped,bmwtorquespecs-007-q09
semantic-059,bmwtorquespecs-008,bmwtorquespecs-008-q08,What is the torque specification for M14 10.9 bolts?,180 Nm (ft. lbs.),0.9334874749183655,dropped,bmwtorquespecs-007-q09
semantic-059,bmwtorquespecs-009,bmwtorquespecs-009-q06,What torque specification applies to an M16x1.5 12.9 bolt?,364 Nm (ft. lbs.),0.9334874749183655,dropped,bmwtorquespecs-007-q09
semantic-060,00-05_torque-s,00-05_torque-s-q08,Which has a higher torque requirement: M10 12.9 or M10x1 10.9?,M10 12.9 has a higher torque requirement at 79 Nm (ft. lbs.) compared to M10x1 10.9 at 75 Nm (ft. lbs.),0.9341467022895813,kept,00-05_torque-s-q08
semantic-060,00-08_torque-s,00-08_torque-s-q09,Which has a higher torque specification: M16x1.5 8.8 or M16 10.9?,M16 10.9 has a higher specification at 280 Nm compared to M16x1.5 8.8 at 216 Nm,0.9341467022895813,dropped,00-05_torque-s-q08
semantic-060,00-torque-specs-007,00-torque-specs-007-q05,Which has a higher torque specification: M12 10.9 or M12x1.5 8.8?,M12 10.9 has a higher torque at 115 Nm compared to M12x1.5 8.8 at 87 Nm.,0.9341467022895813,dropped,00-05_torque-s-q08
semantic-060,00-torque-specs-008,00-torque-specs-008-q07,Which has a higher torque specification: M14x1.5 10.9 or M14x1.5 12.9?,M14x1.5 12.9 has a higher torque at 240 Nm compared to M14x1.5 10.9 at 200 Nm (ft. lbs.),0.9341467022895813,dropped,00-05_torque-s-q08
semantic-061,00-torque-specs-23-06,00-torque-specs-23-06-q10,What section of the manual covers these torque specifications?,Section 23.11 - Case and Cover under Manual Transmission (23-6),0.9530312418937683,kept,00-torque-specs-23-06-q10
semantic-061,00-05_torque-s,00-05_torque-s-q09,What section of the manual contains these torque specifications?,Section 00-5 General Instructions,0.9530312418937683,dropped,00-torque-specs-23-06-q10
semantic-061,00-torque-specs-041,00-torque-specs-041-q04,What section of the manual is this torque specification from?,"11 - 31 Engine, subsection 11 52 Fan",0.9530312418937683,dropped,00-torque-specs-23-06-q10
semantic-061,bmwtorquespecs-034,bmwtorquespecs-034-q04,Which section of the manual does this torque specification belong to?,11 35 Intermediate Shaft,0.9530312418937683,dropped,00-torque-specs-23-06-q10
semantic-061,bmwtorquespecs-043,bmwtorquespecs-043-q06,What section of the manual does this torque specification page belong to?,11 - 33 Engine,0.9530312418937683,dropped,00-torque-specs-23-06-q10
semantic-061,bmwtorquespecs-076,bmwtorquespecs-076-q05,What section of the manual does this torque specification belong to?,13 - 9 Fuel System,0.9530312418937683,dropped,00-torque-specs-23-06-q10
semantic-062,00-06_torque-s,00-06_torque-s-q03,What is the tightening torque for M12 12.9 grade bolts?,140 Nm (ft. lbs.),0.9351865649223328,kept,00-06_torque-s-q03
semantic-062,00-08_torque-s,00-08_torque-s-q03,What is the tightening torque for an M16 12.9 bolt?,340 Nm (ft. lbs.),0.9351865649223328,dropped,00-06_torque-s-q03
semantic-062,00-09_torque-s,00-09_torque-s-q03,What is the tightening torque for an M18 12.9 bolt?,470 Nm (ft. lbs.),0.9351865649223328,dropped,00-06_torque-s-q03
semantic-062,00-torque-specs-009,00-torque-specs-009-q03,What is the tightening torque for M16 12.9 grade screws?,340 Nm (ft. lbs.),0.9351865649223328,dropped,00-06_torque-s-q03
semantic-062,bmwtorquespecs-007,bmwtorquespecs-007-q03,What is the tightening torque for an M12 12.9 screw?,140 Nm (ft. lbs.),0.9351865649223328,dropped,00-06_torque-s-q03
semantic-062,bmwtorquespecs-008,bmwtorquespecs-008-q03,What is the tightening torque for M14 12.9 bolts?,220 Nm (ft. lbs.),0.9351865649223328,dropped,00-06_torque-s-q03
semantic-063,00-06_torque-s,00-06_torque-s-q06,What torque specification applies to M12x1.5 12.9 grade fasteners?,147 Nm (ft. lbs.),0.9071593284606934,kept,00-06_torque-s-q06
semantic-063,00-09_torque-s,00-09_torque-s-q02,What torque specification applies to an M18 10.9 fastener?,390 Nm (ft. lbs.),0.9071593284606934,dropped,00-06_torque-s-q06
semantic-063,00-torque-specs-006,00-torque-specs-006-q09,What is the torque specification for an M10x1 12.9 threaded fastener?,91 Nm (ft. lbs.),0.9071593284606934,dropped,00-06_torque-s-q06
semantic-064,00-10_maintena,00-10_maintena-q11,What does the asterisk (*) notation refer to at the bottom of the page?,The asterisk (*) refers to procedures that should be performed after introduction of the Operating-Fluids-File.,0.9530903100967407,kept,00-10_maintena-q11
semantic-064,00-07_maintena,00-07_maintena-q11,What does the asterisk (*) notation indicate at the bottom of the page?,After introduction of: Operating-Fluids-File.,0.9530903100967407,dropped,00-10_maintena-q11
semantic-064,17-04_1_radiator,17-04_1_radiator-q11,What do the asterisks (*) and double asterisks (**) indicate at the bottom of the page?,"Single asterisk (*) refers to Service Information of Gr. 00, and double asterisk (**) refers to Specifications.",0.9530903100967407,dropped,00-10_maintena-q11
semantic-065,00-07_torque-s,00-07_torque-s-q01,What is the maximum tightening torque for an M14 8.8 thread?,130 Nm (ft. lbs.),0.9292576313018799,kept,00-07_torque-s-q01
semantic-065,00-07_torque-s,00-07_torque-s-q05,What is the maximum tightening torque for an M14x1.5 10.9 thread?,200 Nm (ft. lbs.),0.9292576313018799,dropped,00-07_torque-s-q01
semantic-065,00-08_torque-s,00-08_torque-s-q01,What is the maximum tightening torque for an M16 8.8 bolt?,200 Nm (ft. lbs.),0.9292576313018799,dropped,00-07_torque-s-q01
semantic-065,00-09_torque-s,00-09_torque-s-q01,What is the maximum tightening torque for an M18 8.8 bolt?,280 Nm (ft. lbs.),0.9292576313018799,dropped,00-07_torque-s-q01
semantic-066,00-07_torque-s,00-07_torque-s-q03,What is the tightening torque for an M14 12.9 thread?,220 Nm (ft. lbs.),0.908168375492096,kept,00-07_torque-s-q03
